sender time_ms
74416	0.100	
74528	0.100	
74624	0.100	
74688	0.100	
74704	0.100	
74816	0.100	
74880	0.100	
75072	0.100	
75168	0.100	
75184	0.100	
75296	0.100	
75344	0.100	
75392	0.100	
75584	0.100	
75712	0.100	
75744	0.100	
75760	0.100	
75808	0.100	
75888	0.100	
75936	0.100	
76016	0.100	
76192	0.100	
76208	0.100	
76368	0.100	
76496	0.100	
76624	0.100	
76672	0.100	
76736	0.100	
76784	0.100	
76992	0.100	
77040	2.600	
74384	2.700	
74688	2.700	
74704	2.700	
75168	2.700	
75296	2.700	
75392	2.700	
75824	2.700	
76624	2.700	
74224	2.800	
74336	2.800	
74352	2.800	
74576	2.800	
74624	2.800	
74656	2.800	
75072	2.800	
75712	2.800	
75744	2.800	
75760	2.800	
75808	2.800	
75888	2.800	
75920	2.800	
76208	2.800	
76496	2.800	
76784	2.800	
76992	2.800	
74256	2.900	
74416	2.900	
74528	2.900	
74816	2.900	
74880	2.900	
75184	2.900	
75344	2.900	
75584	2.900	
75936	2.900	
76016	2.900	
76304	2.900	
76368	2.900	
76480	2.900	
76576	2.900	
76608	2.900	
76672	2.900	
76736	2.900	
77136	2.900	
75312	3.000	
75664	3.000	
75792	3.000	
76192	3.000	
76256	3.000	
75488	3.100	
76160	3.100	
76512	3.100	
74240	3.200	
74912	3.200	
76848	3.200	
77104	3.200	
74656	7.000	
75808	7.100	
74816	7.200	
76512	7.300	
74240	7.400	
75168	7.500	
75184	7.500	
75312	7.500	
75296	7.600	
75920	7.600	
76256	7.600	
75824	7.700	
76160	7.700	
76992	7.800	
77136	16.800	
76480	17.100	
74912	17.300	
75296	18.500	
74816	19.900	
75792	19.900	
75664	20.100	
76512	20.200	
76624	20.300	
75312	22.600	
74880	23.400	
76608	25.100	
76992	25.900	
76576	27.100	
75824	27.200	
77104	28.600	
75488	30.900	
74336	31.200	
75296	31.800	
75584	33.900	
75168	34.700	
75920	37.700	
75280	39.600	
75808	39.800	
76784	41.700	
76848	42.000	
76976	42.200	
74592	42.500	
75680	43.100	
76384	43.300	
75984	44.100	
75184	44.300	
75776	44.600	
75632	46.900	
74816	47.100	
75728	47.300	
74240	47.400	
75600	47.900	
74496	48.000	
76960	48.000	
76208	50.300	
76320	50.900	
76752	51.200	
74880	52.000	
76464	52.500	
75824	53.000	
76096	53.100	
74512	53.900	
77088	55.100	
77152	55.500	
75792	59.800	
74720	60.000	
76704	62.900	
76304	65.400	
74384	66.900	
74576	67.900	
76864	68.100	
76784	68.600	
76912	70.900	
77104	71.800	
76624	72.400	
76480	73.600	
74880	74.600	
75616	75.000	
74496	75.100	
76096	76.100	
74592	76.300	
76816	76.600	
75040	76.700	
75312	76.800	
77040	76.900	
76224	77.100	
75696	77.200	
74768	77.400	
76176	77.800	
75456	78.900	
74336	79.800	
77008	79.900	
74800	80.000	
76720	80.100	
75088	80.200	
76016	80.200	
74640	82.600	
75680	83.100	
76944	83.200	
77136	83.500	
75520	83.600	
76976	85.000	
76752	85.100	
76064	85.600	
75808	86.300	
74816	87.600	
76464	87.900	
75392	88.300	
74608	88.600	
75248	90.500	
74672	90.800	
74432	91.000	
74896	91.200	
76256	91.400	
75280	93.200	
77024	93.400	
75072	93.500	
76560	93.600	
74240	94.100	
74416	94.200	
77152	96.200	
76656	97.700	
76240	99.200	
76704	99.900	
76352	100.100	
76320	100.200	
74784	101.600	
76944	102.700	
76544	104.100	
74528	105.200	
75648	105.500	
76720	105.800	
75984	106.200	
75632	107.000	
76032	108.300	
74576	108.800	
75440	110.300	
74496	110.900	
74560	111.500	
76896	111.700	
75824	112.900	
75456	113.400	
74768	114.000	
76592	114.600	
76496	114.900	
76320	116.000	
76976	117.700	
74416	118.300	
77136	118.700	
74272	119.400	
75616	119.500	
76992	120.700	
75312	121.100	
77104	121.300	
75296	121.800	
75120	122.100	
74960	125.100	
75088	125.100	
76176	125.100	
74320	125.600	
74240	127.100	
77008	127.300	
75584	128.800	
76096	129.100	
76704	130.100	
76848	130.900	
75040	131.600	
74880	132.000	
74912	132.400	
75136	133.900	
74672	134.100	
75104	134.300	
76208	134.900	
74480	135.200	
76304	135.600	
76224	137.000	
76272	137.200	
76288	138.500	
74560	138.900	
75872	139.300	
76176	139.500	
75792	140.900	
76560	141.300	
74768	141.400	
75168	142.500	
75504	143.000	
75088	143.200	
74240	146.600	
76928	146.700	
76528	146.800	
75600	147.200	
77104	147.700	
76960	149.300	
74976	149.600	
74368	150.200	
74496	152.900	
74608	153.000	
75056	153.400	
76560	154.200	
75120	156.300	
77024	156.700	
75312	158.200	
75632	158.200	
75808	159.600	
74512	160.700	
76576	161.200	
75472	162.000	
74864	162.200	
75760	162.800	
76240	163.100	
75296	164.900	
76976	165.800	
75824	166.800	
76896	168.800	
75328	169.300	
76448	169.300	
74912	171.300	
74608	172.000	
76256	172.000	
74272	172.900	
76960	174.800	
76384	174.900	
77136	176.000	
74368	177.100	
74672	177.700	
75056	179.000	
75600	179.000	
74992	179.300	
76784	180.300	
75696	181.800	
74848	182.600	
76656	182.900	
74896	183.500	
74288	184.800	
75424	186.400	
76592	187.300	
74560	187.400	
74512	187.800	
75840	187.900	
76432	188.500	
74816	189.000	
75824	189.000	
77024	189.100	
75648	190.900	
75360	192.200	
75632	192.300	
74416	193.400	
74784	193.700	
74528	194.200	
77104	194.900	
75488	195.300	
76736	196.200	
76896	196.500	
75456	197.000	
74224	197.100	
76416	197.700	
74480	198.100	
75616	198.300	
74832	199.400	
74608	200.700	
76912	201.200	
76928	201.600	
74864	203.800	
74992	204.700	
74912	204.800	
76480	205.300	
76304	208.600	
75792	208.700	
77088	209.200	
74688	209.800	
76560	209.800	
75424	210.000	
77136	211.700	
75360	212.000	
76496	212.400	
77152	212.800	
76336	213.100	
74336	215.100	
76960	215.300	
76688	217.300	
76704	217.500	
76976	217.700	
