0.000000000000000000e+00 8.764586035326767111e-02
5.016722408026755980e-03 8.684095064399663388e-02
1.003344481605351196e-02 8.251806560041799465e-02
1.505016722408026794e-02 7.525964587378165815e-02
2.006688963210702392e-02 6.596295416182899884e-02
2.508361204013377990e-02 5.566775452335634422e-02
3.010033444816053588e-02 4.537722924029662791e-02
3.511705685618729533e-02 3.591348273981959799e-02
4.013377926421404784e-02 2.783296469512206231e-02
4.515050167224080035e-02 2.140682279105611541e-02
5.016722408026755980e-02 1.665417549240374648e-02
5.518394648829431925e-02 1.340720355818519893e-02
6.020066889632107177e-02 1.138633789806469017e-02
6.521739130434782428e-02 1.026906763034621771e-02
7.023411371237459067e-02 9.743263129431392958e-03
7.525083612040134318e-02 9.542363774054353487e-03
8.026755852842809569e-02 9.463883332564761511e-03
8.528428093645484820e-02 9.374493994678264469e-03
9.030100334448160071e-02 9.205307122569611825e-03
9.531772575250836710e-02 8.940753549093559752e-03
1.003344481605351196e-01 8.604155895586209843e-03
1.053511705685618721e-01 8.242722103614683743e-03
1.103678929765886385e-01 7.914115657369977241e-03
1.153846153846153910e-01 7.675898587369356721e-03
1.204013377926421435e-01 7.578149773313791644e-03
1.254180602006688960e-01 7.658752148625450062e-03
1.304347826086956486e-01 7.940507161618910389e-03
1.354515050167224011e-01 8.429441726593154757e-03
1.404682274247491813e-01 9.114214150185977192e-03
1.454849498327759338e-01 9.967029523720348852e-03
1.505016722408026864e-01 1.094660999327638252e-02
1.555183946488294389e-01 1.200340790310791030e-02
1.605351170568561914e-01 1.308653141673118275e-02
1.655518394648829439e-01 1.415108111899337009e-02
1.705685618729096964e-01 1.516412046651710935e-02
1.755852842809364489e-01 1.610758230906573704e-02
1.806020066889632014e-01 1.697712795132046842e-02
1.856187290969899817e-01 1.777717370385439519e-02
1.906354515050167342e-01 1.851360563296663986e-02
1.956521739130434867e-01 1.918660974506663369e-02
2.006688963210702392e-01 1.978611883140290670e-02
2.056856187290969917e-01 2.029149888216392333e-02
2.107023411371237442e-01 2.067559210865967806e-02
2.157190635451504968e-01 2.091176087564999148e-02
2.207357859531772770e-01 2.098179508694537898e-02
2.257525083612040295e-01 2.088272805092374756e-02
2.307692307692307820e-01 2.063147435738551735e-02
2.357859531772575346e-01 2.026711412616999733e-02
2.408026755852842871e-01 1.985102530272618224e-02
2.458193979933110396e-01 1.946478852779651852e-02
2.508361204013377921e-01 1.920525885346270611e-02
2.558528428093645446e-01 1.917603852598659744e-02
2.608695652173912971e-01 1.947518894566285449e-02
2.658862876254180496e-01 2.018027046001443295e-02
2.709030100334448021e-01 2.133314474304944322e-02
2.759197324414715546e-01 2.292778988660245515e-02
2.809364548494983627e-01 2.490432792236289480e-02
2.859531772575251152e-01 2.715162205068265971e-02
2.909698996655518677e-01 2.951947112459870834e-02
2.959866220735786202e-01 3.183986343570931882e-02
3.010033444816053727e-01 3.395502261268797811e-02
3.060200668896321252e-01 3.574812706601233903e-02
3.110367892976588777e-01 3.717090624812591226e-02
3.160535117056856302e-01 3.826148265957340228e-02
3.210702341137123828e-01 3.914663358038055624e-02
3.260869565217391353e-01 4.002547426716539930e-02
3.311036789297658878e-01 4.113592680790231770e-02
3.361204013377926403e-01 4.270988717921075234e-02
3.411371237458193928e-01 4.492610962470970637e-02
3.461538461538461453e-01 4.787042289412640067e-02
3.511705685618728978e-01 5.151101504502346440e-02
3.561872909698996503e-01 5.569319738376957846e-02
3.612040133779264028e-01 6.015458671580305866e-02
3.662207357859532109e-01 6.455881677588223844e-02
3.712374581939799634e-01 6.854366844522552515e-02
3.762541806020067159e-01 7.177740969058890586e-02
3.812709030100334684e-01 7.401496952062650014e-02
3.862876254180602209e-01 7.514393922522348557e-02
3.913043478260869734e-01 7.521051481289149632e-02
3.963210702341137259e-01 7.441839682703819958e-02
4.013377926421404784e-01 7.309931133153714511e-02
4.063545150501672309e-01 7.166077422243619099e-02
4.113712374581939835e-01 7.052265514748824737e-02
4.163879598662207360e-01 7.005684191300498576e-02
4.214046822742474885e-01 7.054288885273521381e-02
4.264214046822742410e-01 7.214757642834625229e-02
4.314381270903009935e-01 7.492964021980459688e-02
4.364548494983277460e-01 7.886468010971185716e-02
4.414715719063545540e-01 8.388102272041524088e-02
4.464882943143813065e-01 8.989573588232413481e-02
4.515050167224080591e-01 9.684095841236926849e-02
4.565217391304348116e-01 1.046737309681713829e-01
4.615384615384615641e-01 1.133670549932019322e-01
4.665551839464883166e-01 1.228853284735761248e-01
4.715719063545150691e-01 1.331526113736098693e-01
4.765886287625418216e-01 1.440258792542623567e-01
4.816053511705685741e-01 1.552858955873429869e-01
4.866220735785953266e-01 1.666545560868428200e-01
4.916387959866220791e-01 1.778399551068794160e-01
4.966555183946488317e-01 1.886011454485195526e-01
5.016722408026755842e-01 1.988168803198748225e-01
5.066889632107023367e-01 2.085395790047056830e-01
5.117056856187290892e-01 2.180187084842988288e-01
5.167224080267558417e-01 2.276856778187422992e-01
5.217391304347825942e-01 2.381021969551093964e-01
5.267558528428093467e-01 2.498823206436433797e-01
5.317725752508360992e-01 2.636026546797172743e-01
5.367892976588628517e-01 2.797151003163093619e-01
5.418060200668896043e-01 2.984736058698939098e-01
5.468227424749163568e-01 3.198829778347992425e-01
5.518394648829431093e-01 3.436755026512299249e-01
5.568561872909698618e-01 3.693200367449747668e-01
5.618729096989967253e-01 3.960670311566946156e-01
5.668896321070234778e-01 4.230299681017722913e-01
5.719063545150502303e-01 4.492980713584552865e-01
5.769230769230769829e-01 4.740677519383351690e-01
5.819397993311037354e-01 4.967734473550052265e-01
5.869565217391304879e-01 5.171952112116420253e-01
5.919732441471572404e-01 5.355226356362532414e-01
5.969899665551839929e-01 5.523625141107620928e-01
6.020066889632107454e-01 5.686889847666106723e-01
6.070234113712374979e-01 5.857462493607022980e-01
6.120401337792642504e-01 6.049218610252684591e-01
6.170568561872910029e-01 6.276109367535236405e-01
6.220735785953177555e-01 6.550885905120131802e-01
6.270903010033445080e-01 6.884015516001363855e-01
6.321070234113712605e-01 7.282835062211673316e-01
6.371237458193980130e-01 7.750949318955268064e-01
6.421404682274247655e-01 8.287881677495504418e-01
6.471571906354515180e-01 8.889011144479294080e-01
6.521739130434782705e-01 9.545856238124310611e-01
6.571906354515050230e-01 1.024676419663961058e+00
6.622073578595317755e-01 1.097801672366327308e+00
6.672240802675585281e-01 1.172527717312155549e+00
6.722408026755852806e-01 1.247520493981913114e+00
6.772575250836120331e-01 1.321698635303149683e+00
6.822742474916387856e-01 1.394350746094837890e+00
6.872909698996655381e-01 1.465193620088515170e+00
6.923076923076922906e-01 1.534358360932016163e+00
6.973244147157190431e-01 1.602305423988934940e+00
7.023411371237457956e-01 1.669684370402877649e+00
7.073578595317725481e-01 1.737166173621194742e+00
7.123745819397993007e-01 1.805282072047086794e+00
7.173913043478260532e-01 1.874301132515966861e+00
7.224080267558528057e-01 1.944168789634709515e+00
